stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\Users\felipe.msilveira1\source\repos\Exult\x64\Debug\allegro5.cfg r
display  D   display_settings.c:400  _al_score_display_settings       [   0.14800] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14809] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14819] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14830] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14840] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14849] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14858] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14866] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14875] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14886] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14896] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14905] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14915] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14923] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.14932] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14941] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14951] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14960] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14970] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.14979] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.14990] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15000] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15011] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15019] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15037] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15046] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15056] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15065] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15074] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15083] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15092] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.15102] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15112] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15122] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15132] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15144] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15157] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15171] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15183] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15196] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15207] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15217] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15228] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15241] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15251] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.15263] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.15273] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15284] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15294] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15305] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15315] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15325] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.15337] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15348] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.15359] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15370] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.15382] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15394] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.15406] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15418] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.15430] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15442] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.15453] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15464] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.15474] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15485] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15495] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15508] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15519] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15530] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.15541] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15551] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.15562] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15572] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.15583] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15596] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.15608] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15619] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.15630] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15641] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.15652] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15665] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.15675] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15685] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15695] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15706] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15717] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15728] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.15738] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15750] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.15760] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15771] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.15780] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15791] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.15800] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15812] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.15823] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15834] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.15845] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15856] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.15867] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15878] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15888] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.15899] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.15909] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15919] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.15930] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15941] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.15950] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15962] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.15972] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.15983] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.15993] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16005] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.16015] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16025] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.16036] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16047] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.16058] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16069] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16079] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16092] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16102] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16117] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.16128] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16143] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.16153] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16164] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.16178] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16190] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.16200] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16214] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.16225] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16236] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.16249] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16261] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.16271] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16281] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16292] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16305] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16315] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16327] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.16340] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16352] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.16363] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16375] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.16386] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16398] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.16408] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16418] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.16429] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16442] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.16452] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16463] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.16474] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16485] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16496] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16509] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16521] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16535] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.16546] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16561] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.16572] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16585] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.16595] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16606] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.16617] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16632] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.16642] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16654] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.16663] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16675] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.16685] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16694] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16705] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:529  _al_score_display_settings       [   0.16715] Score is : 769
display  D   display_settings.c:214  debug_display_settings           [   0.16724] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16735] Score is : 598
display  D   display_settings.c:214  debug_display_settings           [   0.16749] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16760] Score is : 593
display  D   display_settings.c:214  debug_display_settings           [   0.16769] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16780] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.16789] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16799] Score is : 587
display  D   display_settings.c:214  debug_display_settings           [   0.16810] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16822] Score is : 586
display  D   display_settings.c:214  debug_display_settings           [   0.16833] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16845] Score is : 585
display  D   display_settings.c:214  debug_display_settings           [   0.16855] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.16865] Score is : 584
display  D   display_settings.c:214  debug_display_settings           [   0.16875] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.16885] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16895] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.16906] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16916] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16926] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16938] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16947] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16958] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16968] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16979] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.16989] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.16999] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17008] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17017] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17028] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17036] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17045] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17055] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17065] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17074] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17084] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17093] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17102] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17111] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17120] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17129] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17139] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17148] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17157] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17166] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17176] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17185] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17195] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17204] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17213] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17222] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17232] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17242] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17251] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17259] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17268] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17277] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17285] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17294] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17303] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17311] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17319] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17328] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17339] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17348] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17357] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17366] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17374] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17384] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17394] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17403] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.17413] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17422] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17431] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17440] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17449] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17458] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.17467] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.17478] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 5/1
